# Velocity	Xi_G_fit
1.000000	1.232433
1.025914	1.232144
1.052163	1.231852
1.078753	1.231556
1.105687	1.231257
1.132971	1.230953
1.160607	1.230645
1.188602	1.230334
1.216960	1.230018
1.245685	1.229699
1.274782	1.229375
1.304256	1.229047
1.334112	1.228714
1.364355	1.228378
1.394990	1.228037
1.426022	1.227692
1.457455	1.227342
1.489296	1.226987
1.521550	1.226628
1.554222	1.226265
1.587316	1.225896
1.620840	1.225523
1.654798	1.225145
1.689196	1.224763
1.724040	1.224375
1.759335	1.223982
1.795088	1.223584
1.831303	1.223181
1.867988	1.222773
1.905149	1.222359
1.942790	1.221940
1.980920	1.221516
2.019543	1.221086
2.058667	1.220651
2.098298	1.220209
2.138443	1.219763
2.179107	1.219310
2.220299	1.218852
2.262024	1.218387
2.304290	1.217917
2.347103	1.217440
2.390471	1.216958
2.434401	1.216469
2.478901	1.215974
2.523976	1.215472
2.569636	1.214964
2.615888	1.214449
2.662739	1.213928
2.710197	1.213399
2.758269	1.212864
2.806965	1.212322
2.856291	1.211774
2.906257	1.211217
2.956870	1.210654
3.008139	1.210084
3.060072	1.209506
3.112678	1.208920
3.165966	1.208327
3.219944	1.207726
3.274621	1.207118
3.330007	1.206501
3.386111	1.205877
3.442942	1.205244
3.500508	1.204604
3.558821	1.203955
3.617889	1.203297
3.677723	1.202631
3.738332	1.201957
3.799726	1.201274
3.861916	1.200582
3.924911	1.199880
3.988723	1.199170
4.053362	1.198451
4.118838	1.197722
4.185162	1.196984
4.252346	1.196236
4.320400	1.195479
4.389336	1.194712
4.459165	1.193935
4.529899	1.193147
4.601550	1.192350
4.674129	1.191542
4.747648	1.190724
4.822120	1.189895
4.897556	1.189055
4.973971	1.188205
5.051375	1.187344
5.129782	1.186471
5.209205	1.185587
5.289657	1.184692
5.371152	1.183785
5.453703	1.182866
5.537323	1.181935
5.622026	1.180993
5.707827	1.180038
5.794740	1.179070
5.882779	1.178091
5.971959	1.177098
6.062294	1.176093
6.153799	1.175074
6.246491	1.174043
6.340383	1.172998
6.435492	1.171939
6.531833	1.170867
6.629422	1.169781
6.728276	1.168681
6.828411	1.167566
6.929843	1.166437
7.032589	1.165294
7.136667	1.164136
7.242093	1.162962
7.348885	1.161774
7.457061	1.160570
7.566639	1.159350
7.677636	1.158115
7.790071	1.156864
7.903964	1.155596
8.019332	1.154312
8.136194	1.153011
8.254571	1.151694
8.374482	1.150359
8.495947	1.149008
8.618985	1.147638
8.743617	1.146251
8.869865	1.144846
8.997748	1.143423
9.127288	1.141981
9.258506	1.140521
9.391425	1.139041
9.526066	1.137543
9.662451	1.136025
9.800604	1.134488
9.940547	1.132930
10.082302	1.131352
10.225895	1.129754
10.371348	1.128126
10.518686	1.126467
10.667932	1.124777
10.819113	1.123055
10.972252	1.121301
11.127376	1.119514
11.284509	1.117695
11.443679	1.115842
11.604911	1.113955
11.768231	1.112034
11.933668	1.110078
12.101249	1.108087
12.271001	1.106060
12.442952	1.103997
12.617132	1.101898
12.793568	1.099761
12.972290	1.097586
13.153328	1.095374
13.336711	1.093123
13.522471	1.090833
13.710638	1.088503
13.901242	1.086134
14.094317	1.083724
14.289892	1.081273
14.488002	1.078781
14.688679	1.076247
14.891956	1.073670
15.097867	1.071051
15.306446	1.068389
15.517727	1.065683
15.731746	1.062933
15.948538	1.060139
16.168139	1.057299
16.390586	1.054414
16.615914	1.051483
16.844162	1.048506
17.075368	1.045482
17.309569	1.042410
17.546804	1.039292
17.787114	1.036125
18.030537	1.032909
18.277114	1.029645
18.526887	1.026332
18.779895	1.022969
19.036181	1.019556
19.295789	1.016093
19.558760	1.012579
19.825138	1.009014
20.094968	1.005398
20.368294	1.001730
20.645161	0.998010
20.925616	0.994238
21.209704	0.990413
21.497474	0.986535
21.788972	0.982604
22.084247	0.978620
22.383348	0.974582
22.686324	0.970490
22.993226	0.966344
23.304104	0.962144
23.619011	0.957890
23.937997	0.953581
24.261117	0.949217
24.588423	0.944798
24.919971	0.940325
25.255814	0.935797
25.596008	0.931213
25.940611	0.926575
26.289678	0.921881
26.643269	0.917133
27.001440	0.912329
27.364253	0.907471
27.731766	0.902557
28.104042	0.897589
28.481140	0.892566
28.863125	0.887488
29.250060	0.882357
29.642007	0.877171
30.039034	0.871931
30.441204	0.866637
30.848585	0.861290
31.261245	0.855891
31.679251	0.850438
32.102674	0.844933
32.531583	0.839377
32.966049	0.833769
33.406145	0.828110
33.851942	0.822400
34.303516	0.816641
34.760941	0.810832
35.224293	0.804975
35.693648	0.799069
36.169085	0.793116
36.650682	0.787116
37.138519	0.781070
37.632677	0.774979
38.133238	0.768844
38.640284	0.762664
39.153900	0.756443
39.674172	0.750179
40.201184	0.743874
40.735024	0.737530
41.275782	0.731147
41.823546	0.724725
42.378407	0.718267
42.940458	0.711774
43.509791	0.705246
44.086501	0.698684
44.670684	0.692090
45.262435	0.685466
45.861854	0.678812
46.469040	0.672129
47.084092	0.665419
47.707114	0.658684
48.338209	0.651925
48.977480	0.645143
49.625035	0.638339
50.280979	0.631515
50.945423	0.624674
51.618476	0.617815
52.300250	0.610941
52.990857	0.604053
53.690412	0.597153
54.399032	0.590242
55.116833	0.583323
55.843934	0.576396
56.580457	0.569464
57.326523	0.562527
58.082255	0.555589
58.847779	0.548650
59.623222	0.541712
60.408713	0.534777
61.204381	0.527847
62.010358	0.520924
62.826779	0.514008
63.653777	0.507102
64.491491	0.500208
65.340060	0.493328
66.199623	0.486462
67.070323	0.479614
67.952305	0.472784
68.845715	0.465975
69.750701	0.459187
70.667412	0.452424
71.596001	0.445686
72.536622	0.438975
73.489431	0.432293
74.454585	0.425641
75.432244	0.419022
76.422571	0.412436
77.425729	0.405885
78.441885	0.399372
79.471208	0.392897
80.513867	0.386461
81.570036	0.380067
82.639890	0.373716
83.723606	0.367409
84.821363	0.361147
85.933344	0.354932
87.059733	0.348766
88.200716	0.342649
89.356483	0.336582
90.527225	0.330567
91.713136	0.324605
92.914413	0.318698
94.131255	0.312845
95.363864	0.307048
96.612443	0.301308
97.877200	0.295626
99.158344	0.290003
100.456088	0.284439
101.770647	0.278935
103.102239	0.273493
104.451083	0.268112
105.817405	0.262794
107.201430	0.257538
108.603388	0.252346
110.023511	0.247217
111.462034	0.242153
112.919196	0.237153
114.395238	0.232219
115.890406	0.227349
117.404946	0.222545
118.939110	0.217807
120.493152	0.213134
122.067329	0.208527
123.661903	0.203986
125.277138	0.199511
126.913301	0.195102
128.570664	0.190758
130.249501	0.186480
131.950091	0.182267
133.672716	0.178120
135.417660	0.174037
137.185213	0.170019
138.975668	0.166065
140.789322	0.162176
142.626476	0.158350
144.487433	0.154587
146.372503	0.150887
148.281997	0.147249
150.216233	0.143673
152.175530	0.140158
154.160214	0.136703
156.170613	0.133309
158.207061	0.129974
160.269894	0.126698
162.359456	0.123480
164.476092	0.120320
166.620153	0.117217
168.791995	0.114169
170.991977	0.111177
173.220464	0.108240
175.477825	0.105357
177.764435	0.102527
180.080672	0.099750
182.426921	0.097025
184.803570	0.094351
187.211012	0.091727
189.649648	0.089153
192.119881	0.086627
194.622121	0.084150
197.156782	0.081720
199.724284	0.079336
202.325054	0.076999
204.959521	0.074706
207.628123	0.072458
210.331302	0.070254
213.069505	0.068092
215.843187	0.065973
218.652808	0.063895
221.498833	0.061858
224.381733	0.059861
227.301988	0.057904
230.260079	0.055985
233.256498	0.054104
236.291742	0.052261
239.366313	0.050455
242.480721	0.048685
245.635482	0.046950
248.831120	0.045250
252.068163	0.043585
255.347148	0.041953
258.668618	0.040355
262.033125	0.038789
265.441225	0.037255
268.893484	0.035752
272.390473	0.034281
275.932773	0.032840
279.520970	0.031429
283.155659	0.030047
286.837442	0.028695
290.566930	0.027370
294.344740	0.026074
298.171500	0.024805
302.047842	0.023563
305.974410	0.022348
309.951854	0.021159
313.980834	0.019996
318.062017	0.018858
322.196079	0.017745
326.383706	0.016656
330.625592	0.015592
334.922439	0.014551
339.274961	0.013533
343.683878	0.012539
348.149921	0.011567
352.673830	0.010617
357.256355	0.009689
361.898255	0.008783
366.600300	0.007898
371.363269	0.007033
376.187952	0.006189
381.075148	0.005366
386.025667	0.004562
391.040329	0.003777
396.119966	0.003012
401.265419	0.002266
406.477541	0.001538
411.757197	0.000829
417.105261	0.000138
422.522619	-0.000536
428.010169	-0.001192
433.568821	-0.001831
439.199497	-0.002453
444.903128	-0.003059
450.680661	-0.003648
456.533053	-0.004221
462.461274	-0.004779
468.466307	-0.005321
474.549146	-0.005848
480.710800	-0.006359
486.952291	-0.006856
493.274651	-0.007339
499.678931	-0.007807
506.166190	-0.008261
512.737503	-0.008701
519.393961	-0.009128
526.136666	-0.009542
532.966736	-0.009942
539.885303	-0.010330
546.893512	-0.010705
553.992527	-0.011067
561.183523	-0.011418
568.467692	-0.011756
575.846242	-0.012083
583.320395	-0.012398
590.891390	-0.012702
598.560482	-0.012995
606.328942	-0.013277
614.198057	-0.013548
622.169131	-0.013809
630.243486	-0.014059
638.422460	-0.014300
646.707409	-0.014530
655.099704	-0.014751
663.600739	-0.014962
672.211920	-0.015164
680.934676	-0.015356
689.770452	-0.015540
698.720712	-0.015715
707.786940	-0.015881
716.970639	-0.016039
726.273330	-0.016188
735.696555	-0.016330
745.241877	-0.016463
754.910876	-0.016589
764.705156	-0.016707
774.626339	-0.016817
784.676071	-0.016921
794.856016	-0.017017
805.167862	-0.017106
815.613318	-0.017189
826.194115	-0.017264
836.912006	-0.017333
847.768769	-0.017396
858.766201	-0.017453
869.906127	-0.017503
881.190391	-0.017548
892.620865	-0.017587
904.199443	-0.017620
915.928043	-0.017648
927.808611	-0.017670
939.843113	-0.017687
952.033546	-0.017699
964.381930	-0.017705
976.890310	-0.017707
989.560760	-0.017705
1002.395381	-0.017697
1015.396299	-0.017685
1028.565669	-0.017669
1041.905673	-0.017648
1055.418523	-0.017624
1069.106457	-0.017595
1082.971745	-0.017562
1097.016685	-0.017525
1111.243604	-0.017485
1125.654860	-0.017441
1140.252842	-0.017394
1155.039968	-0.017343
1170.018690	-0.017289
1185.191491	-0.017232
1200.560884	-0.017171
1216.129417	-0.017108
1231.899671	-0.017042
1247.874258	-0.016972
1264.055827	-0.016901
1280.447059	-0.016826
1297.050672	-0.016749
1313.869416	-0.016670
1330.906079	-0.016588
1348.163485	-0.016504
1365.644494	-0.016417
1383.352003	-0.016329
1401.288947	-0.016238
1419.458298	-0.016146
1437.863069	-0.016052
1456.506309	-0.015955
1475.391107	-0.015857
1494.520595	-0.015758
1513.897942	-0.015657
1533.526359	-0.015554
1553.409101	-0.015450
1573.549462	-0.015344
1593.950780	-0.015237
1614.616436	-0.015129
1635.549856	-0.015020
1656.754508	-0.014910
1678.233907	-0.014798
1699.991614	-0.014686
1722.031233	-0.014572
1744.356418	-0.014458
1766.970869	-0.014342
1789.878333	-0.014226
1813.082608	-0.014110
1836.587538	-0.013992
1860.397021	-0.013874
1884.515001	-0.013756
1908.945476	-0.013636
1933.692494	-0.013517
1958.760158	-0.013397
1984.152622	-0.013276
2009.874094	-0.013155
2035.928837	-0.013034
2062.321169	-0.012913
2089.055465	-0.012791
2116.136155	-0.012669
2143.567728	-0.012547
2171.354729	-0.012425
2199.501765	-0.012303
2228.013499	-0.012181
2256.894658	-0.012059
2286.150028	-0.011937
2315.784457	-0.011815
2345.802857	-0.011693
2376.210204	-0.011571
2407.011536	-0.011450
2438.211959	-0.011328
2469.816643	-0.011207
2501.830827	-0.011086
2534.259816	-0.010966
2567.108986	-0.010845
2600.383779	-0.010725
2634.089711	-0.010606
2668.232369	-0.010486
2702.817410	-0.010368
2737.850567	-0.010249
2773.337646	-0.010131
2809.284528	-0.010014
2845.697172	-0.009897
2882.581611	-0.009781
2919.943959	-0.009665
2957.790409	-0.009549
2996.127232	-0.009435
3034.960782	-0.009321
3074.297495	-0.009207
3114.143892	-0.009094
3154.506575	-0.008982
3195.392234	-0.008870
3236.807646	-0.008759
3278.759674	-0.008649
3321.255271	-0.008540
3364.301480	-0.008431
3407.905436	-0.008323
3452.074366	-0.008215
3496.815588	-0.008109
3542.136519	-0.008003
3588.044671	-0.007898
3634.547650	-0.007793
3681.653165	-0.007690
3729.369023	-0.007587
3777.703131	-0.007485
3826.663501	-0.007384
3876.258247	-0.007283
3926.495588	-0.007184
3977.383850	-0.007085
4028.931468	-0.006987
4081.146984	-0.006890
4134.039053	-0.006794
4187.616440	-0.006699
4241.888026	-0.006604
4296.862804	-0.006511
4352.549886	-0.006418
4408.958502	-0.006326
4466.098000	-0.006235
4523.977850	-0.006145
4582.607644	-0.006055
4641.997101	-0.005967
4702.156062	-0.005879
4763.094498	-0.005793
4824.822509	-0.005707
4887.350325	-0.005622
4950.688310	-0.005538
5014.846960	-0.005455
5079.836908	-0.005372
5145.668927	-0.005291
5212.353925	-0.005210
5279.902957	-0.005131
5348.327216	-0.005052
5417.638043	-0.004974
5487.846925	-0.004897
5558.965498	-0.004821
5631.005549	-0.004745
5703.979018	-0.004671
5777.897998	-0.004597
5852.774741	-0.004524
5928.621656	-0.004452
6005.451314	-0.004381
6083.276448	-0.004311
6162.109957	-0.004242
6241.964905	-0.004173
6322.854527	-0.004106
6404.792231	-0.004039
6487.791595	-0.003973
6571.866375	-0.003907
6657.030506	-0.003843
6743.298102	-0.003779
6830.683461	-0.003717
6919.201066	-0.003655
7008.865586	-0.003594
7099.691882	-0.003533
7191.695009	-0.003474
7284.890212	-0.003415
7379.292939	-0.003357
7474.918835	-0.003300
7571.783748	-0.003243
7669.903732	-0.003187
7769.295050	-0.003133
7869.974174	-0.003078
7971.957789	-0.003025
8075.262798	-0.002972
8179.906322	-0.002920
8285.905705	-0.002869
8393.278514	-0.002818
8502.042544	-0.002769
8612.215821	-0.002720
8723.816605	-0.002671
8836.863392	-0.002624
8951.374917	-0.002577
9067.370160	-0.002530
9184.868344	-0.002485
9303.888943	-0.002440
9424.451683	-0.002395
9546.576546	-0.002352
9670.283771	-0.002309
9795.593861	-0.002266
9922.527584	-0.002225
10051.105979	-0.002184
10181.350353	-0.002143
10313.282294	-0.002103
10446.923667	-0.002064
10582.296622	-0.002026
10719.423593	-0.001988
10858.327309	-0.001950
10999.030789	-0.001913
11141.557353	-0.001877
11285.930623	-0.001842
11432.174527	-0.001806
11580.313302	-0.001772
11730.371500	-0.001738
11882.373991	-0.001705
12036.345966	-0.001672
12192.312945	-0.001639
12350.300775	-0.001608
12510.335643	-0.001576
12672.444069	-0.001546
12836.652923	-0.001515
13002.989418	-0.001486
13171.481122	-0.001456
13342.155961	-0.001428
13515.042220	-0.001399
13690.168554	-0.001371
13867.563986	-0.001344
14047.257918	-0.001317
14229.280130	-0.001291
14413.660790	-0.001265
14600.430456	-0.001239
14789.620083	-0.001214
14981.261025	-0.001190
15175.385045	-0.001166
15372.024315	-0.001142
15571.211425	-0.001119
15772.979387	-0.001096
15977.361641	-0.001073
16184.392061	-0.001051
16394.104958	-0.001029
16606.535089	-0.001008
16821.717661	-0.000987
17039.688338	-0.000966
17260.483244	-0.000946
17484.138973	-0.000926
17710.692592	-0.000907
17940.181649	-0.000888
18172.644179	-0.000869
18408.118708	-0.000851
18646.644262	-0.000833
18888.260374	-0.000815
19133.007088	-0.000798
19380.924966	-0.000780
19632.055098	-0.000764
19886.439103	-0.000747
20144.119143	-0.000731
20405.137923	-0.000715
20669.538704	-0.000700
20937.365306	-0.000685
21208.662117	-0.000670
21483.474100	-0.000655
21761.846801	-0.000641
22043.826356	-0.000627
22329.459499	-0.000613
22618.793569	-0.000599
22911.876518	-0.000586
23208.756921	-0.000573
23509.483981	-0.000560
23814.107538	-0.000548
24122.678080	-0.000536
24435.246747	-0.000524
24751.865342	-0.000512
25072.586340	-0.000500
25397.462897	-0.000489
25726.548853	-0.000478
26059.898752	-0.000467
26397.567840	-0.000456
26739.612081	-0.000446
27086.088163	-0.000436
27437.053510	-0.000426
27792.566288	-0.000416
28152.685418	-0.000406
28517.470584	-0.000397
28886.982244	-0.000388
29261.281638	-0.000379
29640.430801	-0.000370
30024.492572	-0.000361
30413.530601	-0.000353
30807.609367	-0.000345
31206.794181	-0.000337
31611.151203	-0.000329
32020.747448	-0.000321
32435.650800	-0.000313
32855.930024	-0.000306
33281.654774	-0.000299
33712.895607	-0.000292
34149.723995	-0.000285
34592.212335	-0.000278
35040.433963	-0.000271
35494.463164	-0.000265
35954.375188	-0.000258
36420.246256	-0.000252
36892.153581	-0.000246
37370.175373	-0.000240
37854.390858	-0.000234
38344.880285	-0.000228
38841.724947	-0.000223
39345.007188	-0.000217
39854.810418	-0.000212
40371.219130	-0.000207
40894.318911	-0.000202
41424.196455	-0.000197
41960.939583	-0.000192
42504.637251	-0.000187
43055.379568	-0.000183
43613.257812	-0.000178
44178.364442	-0.000174
44750.793116	-0.000169
45330.638704	-0.000165
45917.997308	-0.000161
46512.966272	-0.000157
47115.644205	-0.000153
47726.130989	-0.000149
48344.527805	-0.000145
48970.937141	-0.000141
49605.462816	-0.000138
50248.209991	-0.000134
50899.285193	-0.000131
51558.796327	-0.000128
52226.852696	-0.000124
52903.565022	-0.000121
53589.045457	-0.000118
54283.407611	-0.000115
54986.766562	-0.000112
55699.238882	-0.000109
56420.942652	-0.000106
57151.997483	-0.000103
57892.524535	-0.000101
58642.646541	-0.000098
59402.487820	-0.000096
60172.174305	-0.000093
60951.833560	-0.000091
61741.594801	-0.000088
62541.588917	-0.000086
63351.948497	-0.000084
64172.807845	-0.000081
65004.303005	-0.000079
65846.571785	-0.000077
66699.753777	-0.000075
67563.990384	-0.000073
68439.424838	-0.000071
69326.202231	-0.000069
70224.469531	-0.000067
71134.375612	-0.000065
72056.071278	-0.000064
72989.709284	-0.000062
73935.444367	-0.000060
74893.433268	-0.000059
75863.834758	-0.000057
76846.809667	-0.000055
77842.520907	-0.000054
78851.133502	-0.000052
79872.814614	-0.000051
80907.733570	-0.000050
81956.061893	-0.000048
83017.973327	-0.000047
84093.643866	-0.000046
85183.251788	-0.000044
86286.977676	-0.000043
87405.004457	-0.000042
88537.517426	-0.000041
89684.704279	-0.000040
90846.755146	-0.000038
92023.862617	-0.000037
93216.221781	-0.000036
94424.030252	-0.000035
95647.488206	-0.000034
96886.798412	-0.000033
98142.166266	-0.000032
99413.799826	-0.000031
100701.909845	-0.000031
102006.709809	-0.000030
103328.415966	-0.000029
104667.247370	-0.000028
106023.425911	-0.000027
107397.176354	-0.000026
108788.726378	-0.000026
110198.306610	-0.000025
111626.150665	-0.000024
113072.495188	-0.000023
114537.579888	-0.000023
116021.647578	-0.000022
117524.944221	-0.000021
119047.718965	-0.000021
120590.224185	-0.000020
122152.715529	-0.000020
123735.451954	-0.000019
125338.695775	-0.000018
126962.712705	-0.000018
128607.771899	-0.000017
130274.146000	-0.000017
131962.111184	-0.000016
133671.947204	-0.000016
135403.937441	-0.000015
137158.368943	-0.000015
138935.532481	-0.000015
140735.722593	-0.000014
142559.237631	-0.000014
144406.379815	-0.000013
146277.455280	-0.000013
148172.774129	-0.000012
150092.650479	-0.000012
152037.402522	-0.000012
154007.352570	-0.000011
156002.827111	-0.000011
158024.156864	-0.000011
160071.676833	-0.000010
162145.726364	-0.000010
164246.649197	-0.000010
166374.793527	-0.000009
168530.512062	-0.000009
170714.162079	-0.000009
172926.105483	-0.000009
175166.708871	-0.000008
177436.343586	-0.000008
179735.385786	-0.000008
182064.216502	-0.000008
184423.221700	-0.000007
186812.792350	-0.000007
189233.324486	-0.000007
191685.219272	-0.000007
194168.883074	-0.000006
196684.727519	-0.000006
199233.169569	-0.000006
201814.631590	-0.000006
204429.541419	-0.000006
207078.332436	-0.000005
209761.443637	-0.000005
212479.319706	-0.000005
215232.411089	-0.000005
218021.174069	-0.000005
220846.070839	-0.000005
223707.569582	-0.000004
226606.144547	-0.000004
229542.276128	-0.000004
232516.450944	-0.000004
235529.161916	-0.000004
238580.908357	-0.000004
241672.196044	-0.000004
244803.537311	-0.000004
247975.451130	-0.000003
251188.463196	-0.000003
254443.106015	-0.000003
257739.918994	-0.000003
261079.448528	-0.000003
264462.248094	-0.000003
267888.878337	-0.000003
271359.907168	-0.000003
274875.909856	-0.000003
278437.469125	-0.000003
282045.175247	-0.000002
285699.626143	-0.000002
289401.427482	-0.000002
293151.192780	-0.000002
296949.543503	-0.000002
300797.109168	-0.000002
304694.527450	-0.000002
308642.444284	-0.000002
312641.513978	-0.000002
316692.399314	-0.000002
320795.771664	-0.000002
324952.311098	-0.000002
329162.706499	-0.000002
333427.655673	-0.000002
337747.865470	-0.000002
342124.051898	-0.000001
346556.940241	-0.000001
351047.265183	-0.000001
355595.770924	-0.000001
360203.211308	-0.000001
364870.349949	-0.000001
369597.960350	-0.000001
374386.826041	-0.000001
379237.740702	-0.000001
384151.508295	-0.000001
389128.943203	-0.000001
394170.870357	-0.000001
399278.125379	-0.000001
404451.554716	-0.000001
409692.015785	-0.000001
415000.377111	-0.000001
420377.518472	-0.000001
425824.331045	-0.000001
431341.717555	-0.000001
436930.592424	-0.000001
442591.881921	-0.000001
448326.524317	-0.000001
454135.470038	-0.000001
460019.681829	-0.000001
465980.134906	-0.000001
472017.817121	-0.000001
478133.729126	-0.000001
484328.884539	-0.000001
490604.310111	-0.000001
496961.045896	-0.000001
503400.145425	-0.000001
509922.675877	-0.000000
516529.718262	-0.000000
523222.367594	-0.000000
530001.733075	-0.000000
536868.938281	-0.000000
543825.121343	-0.000000
550871.435142	-0.000000
558009.047494	-0.000000
565239.141348	-0.000000
572562.914980	-0.000000
579981.582191	-0.000000
587496.372510	-0.000000
595108.531397	-0.000000
602819.320449	-0.000000
610630.017610	-0.000000
618541.917382	-0.000000
626556.331039	-0.000000
634674.586846	-0.000000
642898.030277	-0.000000
651228.024241	-0.000000
659665.949305	-0.000000
668213.203924	-0.000000
676871.204672	-0.000000
685641.386480	-0.000000
694525.202868	-0.000000
703524.126190	-0.000000
712639.647880	-0.000000
721873.278693	-0.000000
731226.548959	-0.000000
740701.008839	-0.000000
750298.228577	-0.000000
760019.798763	-0.000000
769867.330596	-0.000000
779842.456152	-0.000000
789946.828653	-0.000000
800182.122742	-0.000000
810550.034761	-0.000000
821052.283029	-0.000000
831690.608130	-0.000000
842466.773204	-0.000000
853382.564230	-0.000000
864439.790333	-0.000000
875640.284075	-0.000000
886985.901766	-0.000000
898478.523764	-0.000000
910120.054793	-0.000000
921912.424257	-0.000000
933857.586557	-0.000000
945957.521419	-0.000000
958214.234220	-0.000000
970629.756318	-0.000000
983206.145394	-0.000000
995945.485789	-0.000000
1008849.888852	-0.000000
1021921.493286	-0.000000
1035162.465506	-0.000000
1048575.000000	-0.000000
