# Velocity	Xi_G_fit
0.000000	1.652519
1.000000	1.636290
1.032926	1.635756
1.066937	1.635204
1.102067	1.634634
1.138354	1.634045
1.175836	1.633437
1.214552	1.632809
1.254542	1.632160
1.295850	1.631490
1.338517	1.630797
1.382590	1.630082
1.428113	1.629344
1.475136	1.628581
1.523707	1.627793
1.573877	1.626979
1.625699	1.626138
1.679227	1.625270
1.734518	1.624373
1.791629	1.623446
1.850621	1.622489
1.911555	1.621501
1.974495	1.620480
2.039508	1.619425
2.106662	1.618336
2.176026	1.617211
2.247675	1.616049
2.321682	1.614849
2.398127	1.613609
2.477088	1.612328
2.558649	1.611006
2.642896	1.609640
2.729917	1.608229
2.819803	1.606771
2.912649	1.605266
3.008552	1.603711
3.107612	1.602106
3.209934	1.600447
3.315626	1.598734
3.424797	1.596965
3.537563	1.595138
3.654042	1.593251
3.774356	1.591302
3.898631	1.589289
4.026999	1.587209
4.159593	1.585062
4.296553	1.582845
4.438023	1.580554
4.584151	1.578189
4.735090	1.575746
4.890999	1.573224
5.052041	1.570618
5.218386	1.567928
5.390208	1.565149
5.567688	1.562280
5.751011	1.559317
5.940371	1.556258
6.135966	1.553098
6.338000	1.549836
6.546687	1.546467
6.762245	1.542989
6.984901	1.539397
7.214888	1.535689
7.452448	1.531861
7.697829	1.527908
7.951290	1.523827
8.213097	1.519614
8.483524	1.515264
8.762855	1.510774
9.051383	1.506140
9.349412	1.501356
9.657254	1.496418
9.975231	1.491322
10.303679	1.486061
10.642941	1.480626
10.993374	1.475005
11.355345	1.469183
11.729234	1.463145
12.115435	1.456873
12.514351	1.450346
12.926403	1.443544
13.352021	1.436450
13.791654	1.429053
14.245762	1.421344
14.714822	1.413311
15.199327	1.404946
15.699785	1.396238
16.216721	1.387178
16.750678	1.377755
17.302215	1.367957
17.871913	1.357769
18.460370	1.347179
19.068201	1.336171
19.696047	1.324733
20.344565	1.312850
21.014436	1.300508
21.706364	1.287698
22.421074	1.274408
23.159317	1.260630
23.921868	1.246356
24.709527	1.231580
25.523120	1.216297
26.363502	1.200504
27.231555	1.184200
28.128190	1.167384
29.054347	1.150061
30.010999	1.132236
30.999151	1.113922
32.019838	1.095132
33.074133	1.075883
34.163142	1.056191
35.288008	1.036072
36.449912	1.015550
37.650073	0.994652
38.889751	0.973412
40.170246	0.951871
41.492904	0.930066
42.859112	0.908014
44.270304	0.885733
45.727962	0.863243
47.233615	0.840565
48.788843	0.817721
50.395280	0.794738
52.054610	0.771645
53.768576	0.748479
55.538976	0.725281
57.367670	0.702096
59.256575	0.678974
61.207675	0.655967
63.223018	0.633135
65.304718	0.610524
67.454961	0.588166
69.676004	0.566091
71.970177	0.544329
74.339889	0.522904
76.787627	0.501838
79.315960	0.481149
81.927542	0.460863
84.625113	0.441008
87.411505	0.421612
90.289643	0.402697
93.262548	0.384277
96.333339	0.366362
99.505240	0.348955
102.781579	0.332072
106.165797	0.315731
109.661445	0.299944
113.272191	0.284712
117.001826	0.270030
120.854263	0.255878
124.833548	0.242235
128.943855	0.229106
133.189500	0.216498
137.574938	0.204409
142.104773	0.192830
146.783758	0.181736
151.616805	0.171094
156.608986	0.160873
161.765541	0.151077
167.091883	0.141708
172.593601	0.132759
178.276471	0.124218
184.146456	0.116061
190.209719	0.108253
196.472622	0.100772
202.941739	0.093623
209.623861	0.086805
216.526000	0.080311
223.655402	0.074127
231.019548	0.068233
238.626168	0.062598
246.483246	0.057214
254.599029	0.052082
262.982034	0.047201
271.641061	0.042567
280.585197	0.038167
289.823831	0.033986
299.366659	0.030002
309.223697	0.026213
319.405291	0.022620
329.922127	0.019223
340.785244	0.016015
352.006043	0.012988
363.596301	0.010128
375.568184	0.007422
387.934257	0.004868
400.707499	0.002467
413.901316	0.000218
427.529557	-0.001886
441.606526	-0.003852
456.146997	-0.005694
471.166233	-0.007420
486.679996	-0.009029
502.704570	-0.010521
519.256774	-0.011900
536.353981	-0.013170
554.014136	-0.014338
