# Velocity	Xi_G_fit
1.000000	1.332441
1.025914	1.332146
1.052163	1.331847
1.078753	1.331545
1.105687	1.331238
1.132971	1.330928
1.160607	1.330613
1.188602	1.330294
1.216960	1.329972
1.245685	1.329645
1.274782	1.329313
1.304256	1.328978
1.334112	1.328638
1.364355	1.328294
1.394990	1.327945
1.426022	1.327592
1.457455	1.327234
1.489296	1.326872
1.521550	1.326505
1.554222	1.326133
1.587316	1.325756
1.620840	1.325374
1.654798	1.324988
1.689196	1.324596
1.724040	1.324200
1.759335	1.323798
1.795088	1.323391
1.831303	1.322979
1.867988	1.322561
1.905149	1.322138
1.942790	1.321710
1.980920	1.321276
2.019543	1.320836
2.058667	1.320391
2.098298	1.319940
2.138443	1.319483
2.179107	1.319020
2.220299	1.318551
2.262024	1.318076
2.304290	1.317595
2.347103	1.317108
2.390471	1.316614
2.434401	1.316114
2.478901	1.315608
2.523976	1.315095
2.569636	1.314575
2.615888	1.314049
2.662739	1.313515
2.710197	1.312975
2.758269	1.312428
2.806965	1.311874
2.856291	1.311312
2.906257	1.310743
2.956870	1.310167
3.008139	1.309584
3.060072	1.308993
3.112678	1.308394
3.165966	1.307787
3.219944	1.307173
3.274621	1.306551
3.330007	1.305920
3.386111	1.305282
3.442942	1.304635
3.500508	1.303980
3.558821	1.303316
3.617889	1.302643
3.677723	1.301962
3.738332	1.301273
3.799726	1.300574
3.861916	1.299866
3.924911	1.299149
3.988723	1.298423
4.053362	1.297687
4.118838	1.296942
4.185162	1.296187
4.252346	1.295422
4.320400	1.294647
4.389336	1.293863
4.459165	1.293068
4.529899	1.292263
4.601550	1.291447
4.674129	1.290621
4.747648	1.289784
4.822120	1.288937
4.897556	1.288078
4.973971	1.287208
5.051375	1.286327
5.129782	1.285435
5.209205	1.284531
5.289657	1.283615
5.371152	1.282687
5.453703	1.281748
5.537323	1.280796
5.622026	1.279832
5.707827	1.278855
5.794740	1.277866
5.882779	1.276864
5.971959	1.275849
6.062294	1.274821
6.153799	1.273779
6.246491	1.272724
6.340383	1.271655
6.435492	1.270573
6.531833	1.269476
6.629422	1.268365
6.728276	1.267240
6.828411	1.266100
6.929843	1.264946
7.032589	1.263776
7.136667	1.262592
7.242093	1.261392
7.348885	1.260176
7.457061	1.258945
7.566639	1.257698
7.677636	1.256434
