# Velocity	Xi_G_fit
0.000000	1.470863
1.000000	1.468987
1.028171	1.468936
1.057136	1.468883
1.086916	1.468828
1.117535	1.468771
1.149018	1.468712
1.181386	1.468650
1.214667	1.468584
1.248886	1.468515
1.284068	1.468441
1.320241	1.468364
1.357434	1.468281
1.395674	1.468194
1.434991	1.468103
1.475416	1.468007
1.516980	1.467906
1.559715	1.467799
1.603654	1.467688
1.648830	1.467570
1.695279	1.467446
1.743037	1.467316
1.792140	1.467178
1.842626	1.467034
1.894535	1.466881
1.947906	1.466721
2.002780	1.466553
2.059200	1.466375
2.117210	1.466189
2.176854	1.465992
2.238178	1.465786
2.301229	1.465568
2.366057	1.465340
2.432711	1.465099
2.501243	1.464846
2.571705	1.464581
2.644153	1.464301
2.718641	1.464007
2.795228	1.463698
2.873972	1.463374
2.954934	1.463033
3.038178	1.462674
3.123766	1.462298
3.211766	1.461902
3.302244	1.461487
3.395271	1.461051
3.490920	1.460593
3.589262	1.460112
3.690375	1.459607
3.794336	1.459077
3.901226	1.458521
4.011128	1.457937
4.124125	1.457325
4.240305	1.456682
4.359759	1.456008
4.482577	1.455302
4.608856	1.454560
4.738692	1.453783
4.872185	1.452968
5.009439	1.452114
5.150560	1.451219
5.295656	1.450281
5.444840	1.449298
5.598226	1.448268
5.755934	1.447189
5.918084	1.446060
6.084802	1.444877
6.256216	1.443638
6.432460	1.442342
6.613668	1.440986
6.799982	1.439566
6.991544	1.438081
7.188502	1.436527
7.391009	1.434902
7.599221	1.433203
7.813298	1.431426
8.033406	1.429570
8.259715	1.427629
8.492399	1.425601
8.731638	1.423483
8.977616	1.421271
9.230524	1.418960
9.490557	1.416548
9.757915	1.414030
10.032805	1.411402
10.315438	1.408660
10.606034	1.405800
10.904816	1.402817
11.212015	1.399707
11.527868	1.396465
11.852619	1.393086
12.186519	1.389565
12.529825	1.385897
12.882802	1.382077
13.245723	1.378100
13.618867	1.373960
14.002524	1.369652
14.396988	1.365171
14.802565	1.360510
15.219567	1.355663
15.648317	1.350626
16.089145	1.345391
16.542392	1.339953
17.008406	1.334306
17.487549	1.328444
17.980190	1.322360
18.486709	1.316049
19.007498	1.309504
19.542957	1.302720
20.093501	1.295689
20.659554	1.288407
21.241553	1.280867
21.839948	1.273063
22.455200	1.264991
23.087784	1.256643
23.738189	1.248016
24.406916	1.239103
25.094482	1.229901
25.801418	1.220404
26.528268	1.210609
27.275595	1.200511
28.043974	1.190107
28.834000	1.179394
29.646281	1.168369
30.481445	1.157029
31.340136	1.145372
32.223018	1.133398
33.130771	1.121106
34.064096	1.108495
35.023714	1.095567
36.010365	1.082324
37.024811	1.068769
38.067836	1.054905
39.140243	1.040737
40.242861	1.026273
41.376540	1.011519
42.542157	0.996481
43.740610	0.981168
44.972824	0.965590
46.239752	0.949756
47.542369	0.933678
48.881683	0.917365
50.258727	0.900832
51.674563	0.884090
53.130284	0.867156
54.627015	0.850043
56.165910	0.832769
57.748157	0.815351
59.374978	0.797807
61.047627	0.780155
62.767397	0.762416
64.535614	0.744609
66.353644	0.726755
68.222889	0.708874
70.144793	0.690988
72.120838	0.673118
74.152551	0.655286
76.241499	0.637512
78.389295	0.619820
80.597596	0.602228
82.868107	0.584758
85.202580	0.567432
87.602818	0.550268
90.070672	0.533285
92.608049	0.516503
95.216906	0.499938
97.899256	0.483607
100.657172	0.467527
103.492780	0.451711
106.408270	0.436172
109.405892	0.420924
112.487960	0.405976
115.656853	0.391337
118.915017	0.377015
122.264966	0.363019
125.709286	0.349352
129.250636	0.336016
132.891750	0.323017
136.635437	0.310357
140.484587	0.298033
144.442171	0.286044
148.511245	0.274391
152.694948	0.263072
156.996510	0.252080
161.419251	0.241411
165.966585	0.231063
170.642021	0.221032
175.449169	0.211307
180.391739	0.201885
185.473546	0.192762
190.698512	0.183929
196.070671	0.175377
201.594168	0.167103
207.273268	0.159100
213.112353	0.151361
219.115931	0.143875
225.288635	0.136640
231.635230	0.129649
238.160615	0.122894
244.869826	0.116368
251.768042	0.110067
258.860587	0.103985
266.152936	0.098113
273.650717	0.092446
281.359718	0.086981
289.285889	0.081713
297.435348	0.076632
305.814385	0.071736
314.429467	0.067022
323.287244	0.062483
332.394553	0.058113
341.758424	0.053910
351.386084	0.049869
361.284964	0.045986
371.462705	0.042254
381.927163	0.038673
392.686414	0.035238
403.748764	0.031943
415.122751	0.028785
426.817154	0.025763
438.840999	0.022871
451.203567	0.020104
463.914401	0.017460
476.983311	0.014938
490.420385	0.012531
504.235993	0.010236
518.440801	0.008052
533.045772	0.005975
548.062178	0.004000
563.501611	0.002125
579.375987	0.000348
595.697560	-0.001335
612.478927	-0.002928
629.733041	-0.004432
647.473220	-0.005851
665.713156	-0.007186
684.466929	-0.008443
703.749014	-0.009623
723.574293	-0.010727
743.958069	-0.011760
764.916075	-0.012724
786.464489	-0.013622
808.619942	-0.014454
831.399535	-0.015225
854.820850	-0.015936
878.901967	-0.016590
903.661471	-0.017189
929.118475	-0.017735
955.292626	-0.018230
982.204128	-0.018677
1009.873753	-0.019076
1038.322857	-0.019432
1067.573400	-0.019745
1097.647958	-0.020017
1128.569745	-0.020250
1160.362628	-0.020446
1193.051147	-0.020606
1226.660533	-0.020733
1261.216727	-0.020828
1296.746402	-0.020892
1333.276982	-0.020927
1370.836663	-0.020935
1409.454435	-0.020918
1449.160108	-0.020875
1489.984326	-0.020810
1531.958602	-0.020722
1575.115333	-0.020615
1619.487831	-0.020488
1665.110343	-0.020343
1712.018086	-0.020181
1760.247264	-0.020004
1809.835104	-0.019812
1860.819880	-0.019606
1913.240946	-0.019387
1967.138764	-0.019158
2022.554934	-0.018917
2079.532230	-0.018666
2138.114631	-0.018407
2198.347355	-0.018140
2260.276891	-0.017865
2323.951041	-0.017583
2389.418952	-0.017296
2456.731157	-0.017004
2525.939611	-0.016707
2597.097733	-0.016407
2670.260446	-0.016103
2745.484223	-0.015796
2822.827125	-0.015488
2902.348851	-0.015178
2984.110779	-0.014866
3068.176018	-0.014554
3154.609455	-0.014242
3243.477804	-0.013931
3334.849660	-0.013619
3428.795547	-0.013309
3525.387979	-0.013000
3624.701512	-0.012693
3726.812802	-0.012388
3831.800663	-0.012085
3939.746133	-0.011785
4050.732530	-0.011487
4164.845518	-0.011193
4282.173178	-0.010902
4402.806070	-0.010614
4526.837305	-0.010330
4654.362619	-0.010049
4785.480441	-0.009773
4920.291977	-0.009500
5058.901283	-0.009232
5201.415344	-0.008968
5347.944162	-0.008709
5498.600837	-0.008454
5653.501653	-0.008204
5812.766173	-0.007958
5976.517325	-0.007717
6144.881503	-0.007481
6317.988661	-0.007249
6495.972411	-0.007023
6678.970134	-0.006801
6867.123076	-0.006584
7060.576465	-0.006372
7259.479621	-0.006164
7463.986067	-0.005962
7674.253655	-0.005764
7890.444681	-0.005571
8112.726013	-0.005383
8341.269223	-0.005200
8576.250711	-0.005021
8817.851852	-0.004847
9066.259127	-0.004678
9321.664271	-0.004513
9584.264421	-0.004352
9854.262267	-0.004196
10131.866209	-0.004045
10417.290518	-0.003897
10710.755501	-0.003754
11012.487673	-0.003616
11322.719926	-0.003481
11641.691717	-0.003350
11969.649247	-0.003223
12306.845653	-0.003101
12653.541202	-0.002982
13010.003495	-0.002866
13376.507669	-0.002755
13753.336615	-0.002647
14140.781190	-0.002542
14539.140448	-0.002441
14948.721865	-0.002344
15369.841580	-0.002249
15802.824638	-0.002158
16248.005241	-0.002070
16705.727004	-0.001985
17176.343226	-0.001903
17660.217154	-0.001824
18157.722270	-0.001747
18669.242580	-0.001674
19195.172902	-0.001603
19735.919183	-0.001535
20291.898800	-0.001469
20863.540892	-0.001405
21451.286686	-0.001344
22055.589838	-0.001286
22676.916784	-0.001229
23315.747102	-0.001175
23972.573877	-0.001123
24647.904087	-0.001073
25342.258992	-0.001024
26056.174535	-0.000978
26790.201758	-0.000934
27544.907226	-0.000891
28320.873465	-0.000850
29118.699411	-0.000811
29939.000873	-0.000773
30782.411008	-0.000737
31649.580808	-0.000703
32541.179607	-0.000670
33457.895591	-0.000638
34400.436338	-0.000608
35369.529353	-0.000578
36365.922641	-0.000551
37390.385275	-0.000524
38443.707996	-0.000499
39526.703821	-0.000474
40640.208668	-0.000451
41785.082006	-0.000429
42962.207514	-0.000408
44172.493768	-0.000387
45416.874938	-0.000368
46696.311508	-0.000350
48011.791024	-0.000332
49364.328849	-0.000315
50754.968951	-0.000299
52184.784708	-0.000284
53654.879734	-0.000269
55166.388736	-0.000255
56720.478385	-0.000242
58318.348217	-0.000230
59961.231563	-0.000218
61650.396495	-0.000206
63387.146810	-0.000195
65172.823033	-0.000185
67008.803455	-0.000175
68896.505191	-0.000166
70837.385281	-0.000157
72832.941810	-0.000149
74884.715064	-0.000141
76994.288722	-0.000133
79163.291077	-0.000126
81393.396292	-0.000119
83686.325692	-0.000113
86043.849095	-0.000106
88467.786174	-0.000101
90960.007867	-0.000095
93522.437816	-0.000090
96157.053854	-0.000085
98865.889531	-0.000080
101651.035687	-0.000076
104514.642059	-0.000071
107458.918947	-0.000067
110486.138916	-0.000064
113598.638550	-0.000060
116798.820261	-0.000057
120089.154134	-0.000053
123472.179842	-0.000050
126950.508603	-0.000047
130526.825194	-0.000045
134203.890025	-0.000042
137984.541271	-0.000040
141871.697058	-0.000037
145868.357722	-0.000035
149977.608118	-0.000033
154202.620007	-0.000031
158546.654500	-0.000029
163013.064577	-0.000028
167605.297675	-0.000026
172326.898347	-0.000025
177181.511002	-0.000023
182172.882713	-0.000022
187304.866114	-0.000021
192581.422368	-0.000019
198006.624232	-0.000018
203584.659194	-0.000017
209319.832706	-0.000016
215216.571512	-0.000015
221279.427059	-0.000014
227513.079014	-0.000013
233922.338875	-0.000013
240512.153683	-0.000012
247287.609843	-0.000011
254253.937048	-0.000011
261416.512317	-0.000010
268780.864145	-0.000009
276352.676770	-0.000009
284137.794559	-0.000008
292142.226522	-0.000008
300372.150947	-0.000007
308833.920173	-0.000007
317534.065487	-0.000007
326479.302170	-0.000006
335676.534680	-0.000006
345132.861979	-0.000005
354855.583014	-0.000005
364852.202349	-0.000005
375130.435960	-0.000005
385698.217189	-0.000004
396563.702868	-0.000004
407735.279614	-0.000004
419221.570305	-0.000004
431031.440731	-0.000003
443174.006441	-0.000003
455658.639778	-0.000003
468494.977112	-0.000003
481692.926280	-0.000003
495262.674231	-0.000003
509214.694889	-0.000002
523559.757242	-0.000002
538308.933647	-0.000002
553473.608382	-0.000002
569065.486429	-0.000002
585096.602514	-0.000002
601579.330388	-0.000002
618526.392386	-0.000002
635950.869241	-0.000002
653866.210185	-0.000002
672286.243325	-0.000002
691225.186322	-0.000001
710697.657358	-0.000001
730718.686427	-0.000001
751303.726930	-0.000001
772468.667606	-0.000001
794229.844794	-0.000001
