|        kc |   z |                 kPpi |                   kepi |
| 0.0106101 | 2.8 |  0.06040368101292932 |  0.0015008855062772484 |
| 0.0119047 | 2.8 | 0.061630915468546744 |  0.0015429498876504979 |
| 0.0133573 | 2.8 |  0.06248302405332496 |   0.001415853301069246 |
| 0.0149871 | 2.8 |  0.06193928740177399 |  0.0015163740514724372 |
| 0.0168159 | 2.8 |  0.06613220344228878 |  0.0016783555686237842 |
| 0.0188677 | 2.8 |  0.06731213054893141 |  0.0020116705181298785 |
| 0.0211699 | 2.8 |   0.0655014383325169 |   0.002257326055113054 |
|  0.023753 | 2.8 |  0.06729556073045398 |  0.0025700192161368096 |
| 0.0266514 | 2.8 |  0.06308988861987577 |  0.0031186774988808917 |
|   0.00075 | 3.0 | 0.013450876564698525 |  0.0009354347695720459 |
|   0.00125 | 3.0 | 0.018501483613282424 |  0.0007502564017351947 |
|   0.00175 | 3.0 | 0.024337512348277673 |  0.0010363994823706824 |
|   0.00225 | 3.0 |  0.03494211761495082 |   0.001063946815695743 |
|   0.00275 | 3.0 |  0.03714294399901417 |  0.0011482519848262354 |
|   0.00325 | 3.0 | 0.040680544581094956 |  0.0014598447366368326 |
|   0.00375 | 3.0 |  0.04062855661893399 |  0.0012789372916978525 |
|   0.00425 | 3.0 |  0.04393219147692256 |  0.0015005040499485192 |
|   0.00475 | 3.0 |  0.04890382584274425 |  0.0018423378324960073 |
|   0.00525 | 3.0 |  0.05764802919088046 |  0.0018327415852022817 |
|   0.00575 | 3.0 | 0.060073693763049725 |  0.0023882615689932414 |
|   0.00625 | 3.0 |  0.05800541161559332 |  0.0020099279875717734 |
|   0.00675 | 3.0 |  0.05658703072050549 |  0.0020364524320775823 |
|   0.00725 | 3.0 | 0.059640251191033264 |  0.0024216801281689623 |
|   0.00775 | 3.0 |  0.06584752474628466 |  0.0021586129227323682 |
|   0.00825 | 3.0 |  0.06634311732357852 |   0.002784250208251894 |
|   0.00875 | 3.0 |  0.07124153245783078 |  0.0036457861546475108 |
|   0.00925 | 3.0 |  0.06958215119016607 |   0.003012705192439577 |
|   0.00975 | 3.0 |  0.06268275257614378 |  0.0022279776603125238 |
| 0.0106101 | 3.0 |     0.07304052338797 |  0.0018334515873400354 |
| 0.0119047 | 3.0 |  0.07383879400307804 |   0.002098367435627689 |
| 0.0133573 | 3.0 |  0.07779999176873366 |   0.001740836625795759 |
| 0.0149871 | 3.0 |  0.07801983069635873 |  0.0018695515944082363 |
| 0.0168159 | 3.0 |  0.08036066343340913 |  0.0020689022266375205 |
| 0.0188677 | 3.0 |  0.07707091506065607 |  0.0021783488039037076 |
| 0.0211699 | 3.0 |  0.08077343828775513 |   0.002624363491326311 |
|  0.023753 | 3.0 |  0.07842001426202992 |   0.002992222671280613 |
| 0.0266514 | 3.0 |   0.0820409650402925 |  0.0033654427573602693 |
| 0.0299033 | 3.0 |   0.0797471742482986 |   0.004125086879959371 |
|   0.00075 | 3.2 |  0.01358313432240789 |  0.0010588570406156643 |
|   0.00125 | 3.2 |  0.02323093190220118 |  0.0008847502863950008 |
|   0.00175 | 3.2 |  0.02971336048081701 |  0.0010683848512838606 |
|   0.00225 | 3.2 |  0.03870566251199202 |  0.0016527683797792508 |
|   0.00275 | 3.2 | 0.043802360832095336 |  0.0019980526414929718 |
|   0.00325 | 3.2 | 0.050890302349451425 |   0.002021313136425852 |
|   0.00375 | 3.2 |  0.04870236751577853 |   0.002465246406516222 |
|   0.00425 | 3.2 |  0.05429855770928144 |  0.0023586229397159534 |
|   0.00475 | 3.2 |  0.05941399652393382 |    0.00280472310435652 |
|   0.00525 | 3.2 |  0.06566459205469484 |  0.0031053381439673533 |
|   0.00575 | 3.2 |  0.06851843117026424 |  0.0033461029672284797 |
|   0.00625 | 3.2 |  0.06847422588482047 |  0.0032070715751411237 |
|   0.00675 | 3.2 |  0.07263830011164672 |   0.003760443762975058 |
|   0.00725 | 3.2 |  0.07320380149769369 |  0.0029814010066828325 |
|   0.00775 | 3.2 |  0.08492802200028256 |   0.003540817899255397 |
|   0.00825 | 3.2 |  0.08733134917618887 |   0.003312035055884944 |
|   0.00875 | 3.2 |  0.08269237251467071 |   0.003978479668813231 |
|   0.00925 | 3.2 |  0.08187959209354186 |   0.004445993335272096 |
|   0.00975 | 3.2 |  0.08252853045850475 |   0.004203719723150459 |
| 0.0106101 | 3.2 |  0.08912153602093262 |   0.002269521773025821 |
| 0.0119047 | 3.2 |  0.09025478313873825 |   0.002646471473059919 |
| 0.0133573 | 3.2 |  0.08981546734506814 |   0.002077954475396603 |
| 0.0149871 | 3.2 |  0.08786909190616045 |  0.0024678920661597476 |
| 0.0168159 | 3.2 |  0.09805336964612797 |   0.002707743058757081 |
| 0.0188677 | 3.2 |    0.099475460337897 |  0.0025710964887730734 |
| 0.0211699 | 3.2 |  0.09797975006029917 |  0.0029416701447082935 |
|  0.023753 | 3.2 |  0.09809627850633489 |  0.0033642449990844794 |
| 0.0266514 | 3.2 |  0.09019131069594012 |   0.003877475578662518 |
| 0.0299033 | 3.2 |  0.09254738903586816 |   0.004747616864668002 |
|   0.00075 | 3.4 | 0.018065908365028523 |  0.0013976827947387155 |
|   0.00125 | 3.4 |  0.02461231723076729 |  0.0013472824031350898 |
|   0.00175 | 3.4 |  0.03642232224768269 |  0.0018076802520883165 |
|   0.00225 | 3.4 |  0.05149336430206808 |   0.002694326869630257 |
|   0.00275 | 3.4 |  0.05657033536697515 |  0.0028865526183472173 |
|   0.00325 | 3.4 | 0.049009775288360515 |  0.0026399380551527483 |
|   0.00375 | 3.4 |  0.06169633411210168 |  0.0033835664492828806 |
|   0.00425 | 3.4 | 0.060885694324957426 |  0.0030961381924819267 |
|   0.00475 | 3.4 |  0.07396627304131119 |  0.0048469738693208255 |
|   0.00525 | 3.4 |  0.07420522031512221 |   0.004779656898815962 |
|   0.00575 | 3.4 |  0.08304098550201919 |   0.004877243547947474 |
|   0.00625 | 3.4 |  0.08510173962066736 |  0.0038260052544576185 |
|   0.00675 | 3.4 |  0.07847000778993703 |   0.005697248807717974 |
|   0.00725 | 3.4 |   0.0795669514042093 |   0.004554153443047918 |
|   0.00775 | 3.4 |  0.09421763342290039 |   0.005088502636308793 |
|   0.00825 | 3.4 |  0.09761603709175301 |   0.005032390969572315 |
|   0.00875 | 3.4 |     0.09161396200463 |  0.0050082837703421855 |
|   0.00925 | 3.4 |  0.09609116562424239 |   0.005336369748905396 |
|   0.00975 | 3.4 |   0.0912425978181665 |   0.005542144357927769 |
| 0.0106101 | 3.4 |  0.10555513874501804 |  0.0032602154965878536 |
| 0.0119047 | 3.4 |  0.10272261339523031 |   0.003809656904858152 |
| 0.0133573 | 3.4 |  0.11169162620400523 |  0.0031763032987098855 |
| 0.0149871 | 3.4 |  0.11788009517301197 |   0.003321404064042754 |
| 0.0168159 | 3.4 |  0.11193979420220483 |  0.0035228151062658693 |
| 0.0188677 | 3.4 |  0.11698349689927287 |   0.003611561049022458 |
| 0.0211699 | 3.4 |  0.11637003182518131 |    0.00403791045389183 |
|  0.023753 | 3.4 |  0.11699151058938996 |   0.004526115398109358 |
| 0.0266514 | 3.4 |    0.119159590678391 |   0.004833181951024068 |
| 0.0299033 | 3.4 |  0.11662085827115595 |   0.005826331248128136 |
|   0.00075 | 3.6 | 0.019264655438649525 |  0.0020254511649462413 |
|   0.00125 | 3.6 |  0.03999404564956238 |   0.002246889803467719 |
|   0.00175 | 3.6 |  0.04090177790973985 |   0.002829624486752677 |
|   0.00225 | 3.6 |  0.05512462756815845 |  0.0029538982367418374 |
|   0.00275 | 3.6 | 0.061854573914270794 |   0.003765922671890996 |
|   0.00325 | 3.6 |  0.08283308935760539 |   0.004335484896310955 |
|   0.00375 | 3.6 |  0.07201685576310296 |   0.005366024293676992 |
|   0.00425 | 3.6 |  0.06758700869680753 |  0.0063867844155647505 |
|   0.00475 | 3.6 |  0.08012755877575618 |    0.00526291735534434 |
|   0.00525 | 3.6 |  0.10370746176392782 |   0.007258489567049224 |
|   0.00575 | 3.6 |  0.09553650268981999 |   0.007879216922574364 |
|   0.00625 | 3.6 |  0.10213231324989448 |  0.0074600099644427514 |
|   0.00675 | 3.6 |   0.0995840038785786 |   0.010039144465136672 |
|   0.00725 | 3.6 |  0.09853916759267463 |   0.008321965284113416 |
|   0.00775 | 3.6 |  0.11333118715857846 |   0.007995080129595832 |
|   0.00825 | 3.6 |   0.1234840072460438 |   0.008735445847392583 |
|   0.00875 | 3.6 |  0.13325398807564878 |   0.008069091952781857 |
|   0.00925 | 3.6 |  0.10941412936117796 |   0.008921018123713586 |
|   0.00975 | 3.6 |   0.1264054951701744 |   0.009264756195155169 |
| 0.0106101 | 3.6 |  0.11816361180238218 |   0.006105279801976653 |
| 0.0119047 | 3.6 |   0.1316132536780463 |   0.005433104670491344 |
| 0.0133573 | 3.6 |  0.12669821539249515 |   0.005125242349163709 |
| 0.0149871 | 3.6 |  0.12830802313896447 |   0.005299690624427455 |
| 0.0168159 | 3.6 |   0.1401039232877808 |   0.005974486565453619 |
| 0.0188677 | 3.6 |  0.13386693281493559 |    0.00529921397641318 |
| 0.0211699 | 3.6 |  0.14846660251673163 |   0.005784080881407826 |
|  0.023753 | 3.6 |   0.1499498580637789 |  0.0065048410985583905 |
| 0.0266514 | 3.6 |  0.15285482342571777 |    0.00673727351800832 |
| 0.0299033 | 3.6 |  0.13382081671842813 |   0.007258744168357605 |
| 0.0335521 | 3.6 |  0.14381534247405778 |   0.008537179647957634 |
|   0.00075 | 3.8 |  0.02675641283536553 |  0.0024919844369556605 |
|   0.00125 | 3.8 | 0.041109721800636566 |   0.002854356369134443 |
|   0.00175 | 3.8 |  0.06025415159527448 |   0.004003546572350205 |
|   0.00225 | 3.8 |  0.06533387604069701 |   0.004731206155265212 |
|   0.00275 | 3.8 |   0.0706670069865105 |   0.005765305848708216 |
|   0.00325 | 3.8 |  0.08378100824091357 |    0.00641551665744113 |
|   0.00375 | 3.8 |  0.08998326045771042 |   0.007223887690871615 |
|   0.00425 | 3.8 |    0.115195480415474 |   0.009298777155790493 |
|   0.00475 | 3.8 |   0.1047974980536699 |   0.008485322713477652 |
|   0.00525 | 3.8 |  0.10272149689147353 |   0.008978530353949275 |
|   0.00575 | 3.8 |  0.13372405220007066 |   0.010949423204403612 |
|   0.00625 | 3.8 |  0.12592378886166533 |   0.011696077929776637 |
|   0.00675 | 3.8 |  0.10070685791758624 |   0.010505840075188044 |
|   0.00725 | 3.8 |  0.14972429651645666 |   0.011868487296529227 |
|   0.00775 | 3.8 |  0.13536407226890826 |   0.012737895842184883 |
|   0.00825 | 3.8 |  0.16168840330702075 |   0.013964712277344289 |
|   0.00875 | 3.8 |  0.14825959357518195 |   0.012493651096093055 |
|   0.00925 | 3.8 |  0.13081849568574355 |   0.013436527950804075 |
|   0.00975 | 3.8 |  0.13410595244376683 |   0.014059913989653566 |
| 0.0106101 | 3.8 |  0.15779858816627157 |   0.009608890535030399 |
| 0.0119047 | 3.8 |  0.15512107441209713 |   0.009504721670672364 |
| 0.0133573 | 3.8 |  0.15328362433931195 |   0.007817584740955034 |
| 0.0149871 | 3.8 |  0.17213928685568305 |    0.00795984030756687 |
| 0.0168159 | 3.8 |  0.18647996730593816 |   0.009926200190329259 |
| 0.0188677 | 3.8 |  0.17884778854698857 |   0.009855777785073376 |
| 0.0211699 | 3.8 |  0.16910892054478607 |   0.007724780880573308 |
|  0.023753 | 3.8 |  0.17797174960322057 |   0.008041682543130481 |
| 0.0266514 | 3.8 |  0.19377621978596857 |   0.008799071567223444 |
| 0.0299033 | 3.8 |   0.1977566888215423 |    0.01001576329637946 |
| 0.0335521 | 3.8 |  0.17168043950055165 |   0.010242172001526908 |
